,Thrust (kN),TSFC (g/kN.s),EGT (K),T2 (K),T3 (K),P2 (kPa),P3 (kPa),Wf (kg/s),St8Tt (K)
0,4.2484646,22.321585,625.21375,288.61667,542.8444,101.414696,704.9992,0.12361765,734.38367
