alt,XM,ZXN_HPC,FN,FG,SFC,FNqW2,WF,WF_total,St2_W,St2_T,St2_Ts,St2_P,St3_W,St3_T,St3_Ts,St3_P,St5_W,St5_T,St5_Ts,St5_P
5207.5,0.039136,0.72803,0.7911,0.82841,31.814,265.31,0.025168,0.025168,2.9818,254.38,248.64,52.595,2.9818,402.04,397.06,199.9,3.0069,558.14,548.35,67.11
2207.5,0.38914,0.92803,2.2607,3.1664,28.529,322.23,0.064497,0.064497,7.0159,282.11,263.9,85.997,7.0159,507.57,501.26,521.64,7.0804,652.09,633.85,137.86
2957.5,0.12664,0.87803,1.9964,2.2304,24.966,355.27,0.049843,0.049843,5.6194,269.79,255.03,71.283,5.6194,477.18,471.18,406.28,5.6693,623.61,607.48,111.6
5957.5,0.47664,0.67803,0.23721,0.63019,78.051,91.108,0.018515,0.018515,2.6036,260.78,256.79,55.446,2.6036,383.81,378.66,164.74,2.6221,496.16,488.35,58.47
4457.5,0.30164,0.97803,2.4787,3.0483,26.036,423.74,0.064536,0.064536,5.8496,263.9,238.4,61.836,5.8496,509.3,503.43,451.16,5.9141,704.2,684.4,119.06
1457.5,0.65164,0.77803,0.50341,1.7809,64.683,85.937,0.032562,0.032562,5.8578,302.37,295.61,113.06,5.8578,459.68,452.91,386.46,5.8904,523.81,512.61,116.74
1082.5,0.082886,0.95303,3.2503,3.4627,23.588,426.4,0.07667,0.07667,7.6227,281.5,260.67,89.407,7.6227,517.13,510.89,580.03,7.6993,685.75,666.85,154.59
4082.5,0.43289,0.75303,0.59892,1.1472,45.262,153.36,0.027109,0.027109,3.9053,271.44,264.94,69.364,3.9053,424.7,418.99,258.36,3.9324,535.38,524.74,81.318
5582.5,0.25789,0.85303,1.3123,1.6586,27.419,310.94,0.035982,0.035982,4.2204,255.22,241.44,52.31,4.2204,452.45,446.76,297.23,4.2564,588.44,572.55,80.665
2582.5,0.60789,0.65303,0.038841,0.75667,299,10.863,0.018869,0.018869,3.5755,291.45,288.31,94.867,3.5755,398.59,392.83,222.71,3.5943,482.96,476.77,87.039
1832.5,0.34539,0.70303,0.50588,0.95529,57.504,129.55,0.02909,0.02909,3.905,282.84,278.67,88.146,3.905,415.19,409.89,261.55,3.9341,564.69,556.76,97.801
4832.5,0.69539,0.90303,1.5642,2.8968,31.932,262.24,0.04995,0.04995,5.9648,281.61,265.63,76.318,5.9648,496.97,490.49,432.72,6.0148,617.69,600.07,113.07
3332.5,0.17039,0.60303,0.3131,0.44222,72.275,135.22,0.022629,0.022629,2.3155,268.04,265.94,68.57,2.3155,368.67,364.73,159.61,2.3381,589.18,584.13,74.803
332.52,0.52039,0.80303,0.93404,2.0814,46.407,143.62,0.043346,0.043346,6.5033,301.49,293.62,117.14,6.5033,472.2,465.61,445.66,6.5467,568.93,556.65,134.56
238.77,0.31257,0.94678,2.9467,3.8475,27.798,347,0.081911,0.081911,8.4918,292.21,273.04,105.39,8.4918,525.66,519.16,644.22,8.5737,680.76,661.95,171.41
3238.8,0.66257,0.74678,0.31015,1.3089,78.119,67.421,0.024229,0.024229,4.6002,290.59,284.74,91.306,4.6002,435.21,428.76,294.26,4.6244,494.7,484.49,91.226
4738.8,0.13757,0.84678,1.489,1.6855,25.61,335.4,0.038133,0.038133,4.4395,258.32,245.25,56.677,4.4395,453.78,448.09,313.37,4.4776,595.3,579.87,86.832
1738.8,0.48757,0.64678,0.15918,0.73261,143.34,45.151,0.022817,0.022817,3.5256,290.03,287.13,96.606,3.5256,398.2,392.93,228.73,3.5484,527.29,521.38,94.781
2488.8,0.050073,0.79678,1.4545,1.5333,26.899,305.28,0.039124,0.039124,4.7643,272.11,263.44,74.919,4.7643,446.65,440.96,331.42,4.8034,594.46,581.99,102.1
5488.8,0.40007,0.99678,2.3799,3.0793,27.15,433.73,0.064613,0.064613,5.487,260.57,232.96,56.484,5.487,514.27,508.48,430.07,5.5516,728.55,708.47,113.76
3988.8,0.22507,0.69678,0.53511,0.75773,46.852,175.65,0.025071,0.025071,3.0465,264.88,260.63,63.948,3.0465,398.19,393.25,203.55,3.0715,560.86,552.72,74.946
988.77,0.57507,0.89678,1.8496,3.3929,34.218,231.93,0.06329,0.06329,7.9749,300.38,286.19,112.61,7.9749,512.91,506.13,579.45,8.0382,621.44,604.32,153.87
1363.8,0.093823,0.67178,0.66091,0.76864,46.062,192.85,0.030443,0.030443,3.4271,279.78,276.57,86.51,3.4271,403.46,398.82,237.8,3.4575,609.92,603.25,99.28
4363.8,0.44382,0.87178,1.4003,2.1509,30.45,267.55,0.042639,0.042639,5.2337,270.04,255.79,67.288,5.2337,473.29,467.15,371.42,5.2763,594.43,577.83,99.093
5863.8,0.26882,0.77178,0.78775,1.073,33.614,235.36,0.026479,0.026479,3.347,253.66,245.47,50.546,3.347,418.74,413.4,225.17,3.3735,548.34,536.2,67.282
2863.8,0.61882,0.97178,2.6693,4.2598,29.931,341.86,0.079895,0.079895,7.8081,290.21,268.24,92.36,7.8081,533.37,526.89,601.68,7.888,701.33,681.52,158.43
2113.8,0.18132,0.82178,1.5179,1.8405,29.006,283.33,0.044028,0.044028,5.3574,276.22,266.11,80.198,5.3574,461.11,455.19,377.12,5.4014,602.42,588.74,111.44
5113.8,0.53132,0.62178,0.076443,0.49033,217.43,31.415,0.016621,0.016621,2.4334,269.33,266.65,64.485,2.4334,369.48,364.54,151.33,2.45,481.11,475.46,61.691
3613.8,0.0063232,0.92178,2.4638,2.4754,21.977,435.24,0.054147,0.054147,5.6607,264.66,245.5,64.808,5.6607,487.46,481.47,418.48,5.7149,646.72,628.92,111.52
613.77,0.35632,0.72178,0.61595,1.1733,55.087,133.08,0.033931,0.033931,4.6285,291.39,286.8,102.8,4.6285,430.2,424.62,313.13,4.6624,575.76,567.3,114.64
426.27,0.028198,0.85928,2.4146,2.4789,24.522,358.64,0.059211,0.059211,6.7327,285.42,273.24,96.361,6.7327,486.29,480.11,489,6.7919,638.25,623.3,141.16
3426.3,0.3782,0.65928,0.28924,0.65603,78.085,97.499,0.022585,0.022585,2.9666,273.5,270.29,73.281,2.9666,389.77,384.85,194.73,2.9892,541.89,535.29,77.765
4926.3,0.2032,0.95928,2.2772,2.6241,24.68,428.09,0.056201,0.056201,5.3194,258.25,234.25,56.148,5.3194,495.5,489.64,403.19,5.3756,678.82,659.6,106.16
1926.3,0.5532,0.75928,0.53169,1.4646,58.399,104.94,0.03105,0.03105,5.0666,292.53,286.35,98.771,5.0666,444.3,438.02,334.72,5.0976,533.22,522.83,106.15
2676.3,0.2907,0.60928,0.25049,0.50123,90.696,95.81,0.022719,0.022719,2.6145,275.34,273.12,77.457,2.6145,375.88,371.63,177.35,2.6372,571.87,566.78,81.673
5676.3,0.6407,0.80928,0.69544,1.5796,40.2,160.16,0.027957,0.027957,4.3421,271.92,262.16,65.005,4.3421,447.43,441.18,289.5,4.37,522.6,508.61,78.417
4176.3,0.1157,0.70928,0.67969,0.79484,38.254,221.21,0.026001,0.026001,3.0726,261.7,256.98,60.804,3.0726,401.03,396.09,206.75,3.0986,567.9,559.18,74.13
1176.3,0.4657,0.90928,2.11,3.3107,31.125,274.8,0.065675,0.065675,7.6783,292.69,276.95,102.07,7.6783,510.92,504.36,564.53,7.744,638,620.46,150.3
801.27,0.24695,0.73428,0.82811,1.2106,43.619,180.28,0.036122,0.036122,4.5934,286.4,281.35,96.053,4.5934,432.24,426.76,314.92,4.6296,591.98,582.92,113.22
3801.3,0.59695,0.93428,2.031,3.3186,30.204,306.43,0.061345,0.061345,6.6281,282.25,263.49,80.493,6.6281,510.07,503.73,494.11,6.6894,654.18,635.59,129.55
5301.3,0.071948,0.63428,0.39782,0.446,53.527,189.73,0.021294,0.021294,2.0968,253.95,251.24,52.069,2.0968,366.2,362.1,140.97,2.1181,567.71,561.58,59.592
2301.3,0.42195,0.83428,1.274,2.0826,34.322,220.31,0.043726,0.043726,5.7829,282.94,272.26,86.543,5.7829,470.87,464.59,404.17,5.8266,585.06,570.59,114.39
1551.3,0.15945,0.98428,3.3892,3.7995,24.596,440.29,0.083362,0.083362,7.6976,279.48,254.71,85.531,7.6976,527.15,520.94,597.9,7.781,713.93,694.15,158
4551.3,0.50945,0.78428,0.68225,1.3793,41.568,160.76,0.02836,0.02836,4.2439,272.01,263.85,68.454,4.2439,437.54,431.54,282.17,4.2723,530.32,518.02,82.137
3051.3,0.33445,0.88428,1.7586,2.404,28.628,299.27,0.050344,0.050344,5.8763,274.33,259.38,75.262,5.8763,483.25,477.06,424.03,5.9266,617.22,600.69,114.39
51.27,0.68445,0.68428,-0.047146,1.1513,-299,-9.1575,0.023027,0.023027,5.1483,314.75,311.15,137.78,5.1483,429.65,423.12,323.53,5.1714,488.7,481.82,120.71
74.707,0.014526,0.97646,4.0345,4.0773,22.596,466.13,0.091164,0.091164,8.6554,287.68,264.76,100.45,8.6554,532.51,526.13,670.6,8.7465,711.04,691.54,178.24
3074.7,0.36453,0.77646,0.8466,1.3846,38.727,188.33,0.032786,0.032786,4.4953,275.3,267.83,76.124,4.4953,438.67,432.84,303.9,4.5281,558.98,547.44,94.071
4574.7,0.18953,0.87646,1.6585,1.9534,25.645,343.6,0.042532,0.042532,4.8269,260.27,244.95,58.612,4.8269,466.19,460.35,345.73,4.8694,608.78,592.38,93.464
1574.7,0.53953,0.67646,0.17811,0.90445,133.67,44.216,0.023807,0.023807,4.0281,294.12,290.6,102.14,4.0281,411.33,405.65,258.8,4.0519,516.77,509.98,99.495
2324.7,0.27703,0.72646,0.68187,1.0456,44.996,172.03,0.030682,0.030682,3.9637,277.24,272.21,80.524,3.9637,420.66,415.31,267.75,3.9944,571.88,562.84,94.637
5324.7,0.62703,0.92646,1.7621,2.9019,29.896,309.48,0.052679,0.052679,5.6937,273.51,254.77,67.411,5.6937,498.19,491.94,421.06,5.7464,643.72,625.41,110.36
3824.7,0.10203,0.62646,0.40374,0.48192,57.009,171.42,0.023017,0.023017,2.3553,263.84,261.37,63.522,2.3553,372.9,368.8,161.28,2.3783,587.18,581.45,71.374
824.71,0.45203,0.82646,1.2425,2.2326,37.984,191.25,0.047196,0.047196,6.4969,294.36,284.84,105.62,6.4969,477.1,470.62,453.21,6.5441,586.17,572.52,132
1199.7,0.23328,0.60146,0.30755,0.5312,84.144,107.68,0.025878,0.025878,2.8562,283.41,281.39,91.106,2.8562,382.04,377.93,200.05,2.8821,605.48,600.76,96.848
4199.7,0.58328,0.80146,0.72566,1.6237,42.051,152.61,0.030515,0.030515,4.7548,278.63,269.74,75.618,4.7548,450.13,443.83,317.69,4.7853,530.44,517.32,89.506
5699.7,0.058276,0.70146,0.62308,0.67099,36.633,240.78,0.022825,0.022825,2.5877,251.27,246.56,49.273,2.5877,388.6,383.86,172.17,2.6106,553.05,544.34,60.894
2699.7,0.40828,0.90146,1.8878,2.7534,29.459,293.67,0.055613,0.055613,6.4283,279.64,263.62,81.688,6.4283,494.9,488.54,468.58,6.4839,627.34,610.07,124.69
1949.7,0.14578,0.85146,1.8704,2.1533,26.715,320.68,0.049968,0.049968,5.8327,276.65,264.46,81.189,5.8327,474.09,468.05,417.9,5.8826,618.5,603.64,119.08
4949.7,0.49578,0.65146,0.16137,0.58376,113.74,60.758,0.018353,0.018353,2.6559,268.58,265.37,64.334,2.6559,380.18,375.1,167.6,2.6742,497.06,490.44,64.523
3449.7,0.32078,0.95146,2.3802,3.0431,26.546,376.43,0.063185,0.063185,6.3231,271.2,249.43,71.084,6.3231,505.31,499.24,477.05,6.3862,671.64,652.64,125.54
449.71,0.67078,0.75146,0.29229,1.6473,104.81,48.99,0.030635,0.030635,5.9662,310.88,305.41,129.84,5.9662,454.85,448.03,388.07,5.9969,515.29,505.65,125.1
637.21,0.34265,0.81396,1.3125,2.0243,35.791,213.47,0.046976,0.046976,6.1486,290.69,281.83,101.85,6.1486,469.22,463,430.05,6.1956,596.32,583.4,130.07
3637.2,0.69265,0.61396,-0.11374,0.57995,-117.53,-37.033,0.013368,0.013368,3.0713,289.93,287.36,89.046,3.0713,380.67,374.88,182.55,3.0847,435.18,430.18,74.643
5137.2,0.16765,0.91396,1.8867,2.1471,24.366,388.83,0.045972,0.045972,4.8524,256.19,236.99,54.088,4.8524,475.31,469.5,355.06,4.8983,631.77,614.12,93.908
2137.2,0.51765,0.71396,0.34298,1.0736,76.339,80.682,0.026183,0.026183,4.251,288.98,284.41,93.821,4.251,422.06,416.21,276.13,4.2772,524.44,516.12,96.936
2887.2,0.080151,0.66396,0.57486,0.65169,45.924,197.36,0.0264,0.0264,2.9127,269.73,266.57,71.44,2.9127,391.36,386.84,199.54,2.9391,593.29,586.51,82.399
5887.2,0.43015,0.86396,1.2193,1.8191,29.805,277.18,0.036343,0.036343,4.3991,259.15,244.77,54.417,4.3991,459.47,453.59,309.71,4.4355,583.78,567.32,82.19
4387.2,0.25515,0.76396,0.82915,1.1369,35.076,222.08,0.029083,0.029083,3.7335,263.02,255.75,61.308,3.7335,423.56,418.12,251.92,3.7626,558.29,547,78.811
1387.2,0.60515,0.96396,2.8,4.5867,30.843,317.65,0.086361,0.086361,8.8147,299.61,279.41,109.8,8.8147,539.85,533.15,676.19,8.901,694.1,674.44,177.79
1012.2,0.1239,0.78896,1.4098,1.6306,30.598,266.13,0.043136,0.043136,5.2973,282.44,274.74,90.71,5.2973,452.32,446.54,370.06,5.3405,604.4,592.79,118.61
4012.2,0.4739,0.98896,2.6418,3.6607,27.965,398.83,0.073877,0.073877,6.6238,273.86,248.08,71.776,6.6238,524.02,517.93,516.42,6.6977,719.7,699.83,136.38
5512.2,0.2989,0.68896,0.40479,0.65513,53.007,153.93,0.021457,0.021457,2.6296,256.84,252.59,53.649,2.6296,387.17,382.29,172.05,2.6511,534.47,526.37,61.868
2512.2,0.6489,0.88896,1.5628,3.0822,34.655,220.61,0.054157,0.054157,7.0839,294.75,280.77,98.965,7.0839,503.58,496.83,508.3,7.138,603.55,586.27,133.41
1762.2,0.2114,0.93896,2.6818,3.183,25.641,377.27,0.068765,0.068765,7.1086,279.17,259.63,84.461,7.1086,509.17,502.96,534.24,7.1773,668.05,649.58,142.09
4762.2,0.5614,0.73896,0.39009,1.0592,58.381,105.24,0.022774,0.022774,3.7065,273.44,267.52,69.066,3.7065,418.85,412.98,238.61,3.7293,503.76,493.54,74.538
3262.2,0.036401,0.83896,1.7532,1.8126,24.257,351.9,0.042528,0.042528,4.9822,267.02,255.13,67.865,4.9822,459.74,453.92,352.75,5.0247,604.54,589.85,100.68
262.21,0.3864,0.63896,0.26211,0.74997,105.37,70.436,0.027618,0.027618,3.7212,295.01,292.39,108.87,3.7212,402.59,397.69,251.73,3.7488,572.83,567.22,111.15
355.96,0.17859,0.70771,0.78458,1.044,45.365,183.08,0.035593,0.035593,4.2855,287.66,283.58,99.307,4.2855,423.22,418.08,296.4,4.3211,607.35,599.59,115.26
3356,0.52859,0.90771,1.7819,2.8894,30.737,278.28,0.054771,0.054771,6.4033,281.24,264.81,81.041,6.4033,498.47,492.02,466.95,6.4581,625.22,607.54,122.59
4856,0.0035889,0.60771,0.38948,0.39178,54.733,195.75,0.021318,0.021318,1.9897,256.59,254.38,55.068,1.9897,360.11,356.28,135.9,2.0111,580.6,575.28,61.817
1856,0.35359,0.80771,1.1601,1.8039,35.493,212.22,0.041174,0.041174,5.4664,283,274.12,88.236,5.4664,459.44,453.35,378.38,5.5076,582.19,569.31,113.22
2606,0.091089,0.95771,2.9135,3.1133,23.348,438.54,0.068023,0.068023,6.6436,271.66,249.18,74.123,6.6436,508.39,502.35,504.67,6.7116,682.1,662.99,133.47
5606,0.44109,0.75771,0.57417,1.059,42.389,166.19,0.024338,0.024338,3.4549,261.52,254.39,56.907,3.4549,417.83,412.25,227.3,3.4793,523.89,512.6,68.68
4106,0.26609,0.85771,1.4896,1.916,27.89,301.37,0.041545,0.041545,4.9429,265.17,251.71,63.862,4.9429,464.08,458.16,350.2,4.9844,598.04,582.23,96.079
1106,0.61609,0.65771,0.014099,0.87712,299,3.3823,0.021156,0.021156,4.1686,302.31,299.19,114.62,4.1686,409.9,404,262.29,4.1897,493.28,487.13,103.93
1481,0.047339,0.88271,2.4394,2.5418,23.829,377.12,0.058128,0.058128,6.4684,278.65,264.14,84.887,6.4684,488.46,482.3,472.58,6.5266,639.09,622.93,131.34
4481,0.39734,0.68271,0.3282,0.7046,66.168,111.8,0.021716,0.021716,2.9357,267.22,263.3,64.528,2.9357,392.59,387.49,190.61,2.9574,527.08,519.48,70.158
5981,0.22234,0.98271,2.235,2.576,25.16,461.3,0.056232,0.056232,4.845,251.74,224.9,48.962,4.845,499.51,493.83,375.63,4.9013,711.54,691.71,99.184
2981,0.57234,0.78271,0.63592,1.5777,48.66,127.03,0.030944,0.030944,5.0062,286.41,278.9,87.761,5.0062,448.71,442.36,332.2,5.0372,529.55,517.75,98.518
2231,0.30984,0.63271,0.29651,0.60005,82.142,100.38,0.024356,0.024356,2.9539,278.91,276.34,82.56,2.9539,386.76,382.21,199.58,2.9783,571.66,565.98,87.594
5231,0.65984,0.83271,0.86584,1.89,37.648,178.3,0.032597,0.032597,4.856,276.32,265.27,70.157,4.856,461.77,455.37,330.14,4.8886,541.55,526.43,87.697
3731,0.13484,0.73271,0.80357,0.95662,35.537,230.59,0.028556,0.028556,3.4849,264.86,259.27,64.649,3.4849,413.08,407.95,235.67,3.5135,570.68,561.03,80.619
730.96,0.48484,0.93271,2.4595,3.8356,30.792,292.45,0.075732,0.075732,8.4101,296.74,279.27,109.05,8.4101,524.34,517.68,629.44,8.4858,660.21,641.72,166.15
543.46,0.15671,0.69521,0.73693,0.95001,46.379,183.31,0.034178,0.034178,4.0201,286.02,282.29,96.607,4.0201,417.27,412.3,278.84,4.0543,610.46,603.12,111.44
3543.5,0.50671,0.89521,1.645,2.6517,30.874,270.32,0.050789,0.050789,6.0856,278.76,263.2,77.929,6.0856,491.05,484.67,439.54,6.1364,613.73,596.46,115.87
5043.5,0.33171,0.79521,0.91262,1.3312,33.288,231.72,0.03038,0.03038,3.9384,261,251.71,57.96,3.9384,434.87,429.23,267.96,3.9688,557.45,544.34,77.711
2043.5,0.68171,0.99521,3.2003,5.2545,30.516,353.03,0.097663,0.097663,9.0655,300.45,276.84,107.92,9.0655,553.61,546.93,713.46,9.1632,732.38,712.16,188.24
2793.5,0.24421,0.84521,1.5606,1.996,28.744,288.4,0.044859,0.044859,5.4115,273.22,261.25,75.02,5.4115,467.61,461.6,383.5,5.4563,603.06,588.07,108.26
5793.5,0.59421,0.64521,0.072918,0.55171,214.24,28.718,0.015622,0.015622,2.5391,268.21,265.02,61.631,2.5391,375.4,370.09,155.04,2.5547,461.56,455.12,58.13
4293.5,0.069214,0.94521,2.4388,2.5618,22.773,443.81,0.05554,0.05554,5.4951,260.49,238.23,59.518,5.4951,491.79,485.87,411.9,5.5507,663.58,644.91,108.68
1293.5,0.41921,0.74521,0.64553,1.3244,52.054,133.66,0.033602,0.033602,4.8296,289.59,284.05,97.868,4.8296,437.73,431.86,324.52,4.8632,561.12,551.49,109.99
918.46,0.28796,0.92021,2.5179,3.2526,27.66,332.32,0.069643,0.069643,7.5765,286.87,269.75,96.147,7.5765,510.14,503.79,564.13,7.6462,657.2,639.44,151.63
3918.5,0.63796,0.72021,0.22687,1.0427,92.763,57.647,0.021045,0.021045,3.9355,284.1,279.08,81.933,3.9355,418.43,412.3,248.11,3.9566,484.98,475.89,80.678
5418.5,0.11296,0.82021,1.2657,1.406,26.09,324.96,0.033023,0.033023,3.895,253.58,242.19,51.525,3.895,439.33,433.83,270.93,3.928,580.68,566.26,76.633
2418.5,0.46296,0.62021,0.12592,0.58771,165.62,41.775,0.020855,0.020855,3.0143,284.13,281.66,87.394,3.0143,384.26,379.4,196.06,3.0351,526.71,521.46,85.591
1668.5,0.025464,0.77021,1.3443,1.3842,28.581,286.41,0.038423,0.038423,4.6938,277.34,270.44,82.86,4.6938,439.92,434.35,325.01,4.7322,597.33,586.41,107.24
4668.5,0.37546,0.97021,2.3303,3.0329,26.808,400.88,0.062471,0.062471,5.813,265.09,240.55,62.229,5.813,507.14,501.23,445.35,5.8754,694.15,674.52,117.38
3168.5,0.20046,0.67021,0.48139,0.67621,53.019,162.45,0.025523,0.025523,2.9634,269.71,266.34,70.57,2.9634,392.71,388.03,200.38,2.9889,577.26,570.25,80.344
168.46,0.55046,0.87021,1.6154,3.109,36.997,202.21,0.059764,0.059764,7.9886,304.45,292.52,122.03,7.9886,505.87,499.05,571.82,8.0484,607.29,591.41,156.52
121.58,0.27156,0.65459,0.44574,0.79282,69.747,118.52,0.031089,0.031089,3.7609,291.6,288.79,105.12,3.7609,406.8,402.06,260.31,3.792,603.16,597.13,113.56
3121.6,0.62156,0.85459,1.1768,2.4266,36.716,192.05,0.043208,0.043208,6.1276,288.59,276.76,89.579,6.1276,483.06,476.41,427.36,6.1708,571.9,556.11,114.27
4621.6,0.096558,0.75459,0.92017,1.0278,30.781,265.91,0.028324,0.028324,3.4604,258.59,251.68,57.18,3.4604,416.52,411.3,234.17,3.4887,564.7,553.8,75.007
1621.6,0.44656,0.95459,2.6521,3.8323,29.018,335.19,0.076957,0.076957,7.9122,288.7,268.44,95.524,7.9122,524.66,518.21,600.89,7.9892,680.11,660.87,158.07
2371.6,0.0090576,0.80459,1.6013,1.616,25.44,325.39,0.040737,0.040737,4.9211,272.74,263.61,75.9,4.9211,450.76,445.03,344.01,4.9619,598.84,585.97,104.75
5371.6,0.35906,0.60459,0.16382,0.39806,114.21,80.129,0.01871,0.01871,2.0445,259.78,257.47,56.182,2.0445,358.59,354.38,132.99,2.0632,525.58,520.39,58.259
3871.6,0.18406,0.90459,1.9903,2.316,25.076,365.78,0.049909,0.049909,5.4413,264.77,247.32,64.178,5.4413,481.02,475.05,397.17,5.4912,630.53,613.3,106.16
871.58,0.53406,0.70459,0.2852,1.121,97.595,61.405,0.027834,0.027834,4.6446,298.62,294.49,110.85,4.6446,426.51,420.57,302.75,4.6725,530.33,522.62,110.83
1246.6,0.14031,0.92959,2.8104,3.1524,24.741,386.92,0.069534,0.069534,7.2637,281.15,262.71,88.427,7.2637,508.02,501.8,544.31,7.3332,666.17,648.14,146.29
4246.6,0.49031,0.72959,0.42267,1.0021,56.68,115.76,0.023957,0.023957,3.6513,273.1,267.62,70.351,3.6513,415.66,409.98,237.08,3.6753,518.28,508.71,77.311
5746.6,0.31531,0.82959,1.098,1.4984,29.694,274.53,0.032603,0.032603,3.9995,255.79,243.83,52.33,3.9995,444,438.35,277.23,4.0321,571.67,556.72,76.361
2746.6,0.66531,0.62959,-0.079579,0.67212,-196.61,-23.216,0.015646,0.015646,3.4277,294.27,291.5,97.429,3.4277,390.93,385.07,207.91,3.4434,455.43,450.02,84.009
1996.6,0.22781,0.77959,1.1016,1.4662,34.188,228.85,0.03766,0.03766,4.8135,278.03,270.6,82.456,4.8135,443.67,437.94,331.25,4.8511,584.81,573.36,105.5
4996.6,0.57781,0.97959,2.3621,3.5129,28.65,380.21,0.067673,0.067673,6.2125,272.77,247.99,67.77,6.2125,519.04,512.97,480.58,6.2802,708.1,688.29,126.8
3496.6,0.052808,0.67959,0.63609,0.68634,40.818,218.33,0.025964,0.025964,2.9134,265.57,261.93,65.922,2.9134,393.2,388.55,197.9,2.9393,583.29,575.87,77.711
496.58,0.40281,0.87959,1.9308,2.9532,31.991,257.42,0.061767,0.061767,7.5004,294.18,280.95,106.8,7.5004,501.22,494.65,544.02,7.5622,626.49,610.42,149.79
684.08,0.074683,0.74209,1.13,1.2468,34.112,244.02,0.038548,0.038548,4.6308,284.02,278.69,93.738,4.6308,434.37,428.98,321.45,4.6694,608.08,598.85,115.19
3684.1,0.42468,0.94209,2.1733,3.045,28.002,345.01,0.060856,0.060856,6.2991,273.75,253.35,72.703,6.2991,504.32,498.16,471.79,6.3599,661.19,642.44,123.93
5184.1,0.24968,0.64209,0.30891,0.48932,67.164,136.74,0.020747,0.020747,2.2592,257.63,254.72,55.041,2.2592,370.89,366.53,149.38,2.2799,548.97,542.63,61.178
2184.1,0.59968,0.84209,1.1154,2.3898,39.079,174.16,0.043588,0.043588,6.4043,293.69,283.01,99.08,6.4043,482.09,475.37,443.75,6.4479,567.48,552.6,121.59
2934.1,0.33718,0.99209,2.9523,3.7342,26.739,418.71,0.078942,0.078942,7.051,275.21,249.15,76.488,7.051,526.5,520.38,551.03,7.1299,723.15,703.2,145.53
5934.1,0.68718,0.79209,0.53674,1.4375,45.604,129.71,0.024477,0.024477,4.1379,273.19,264.52,65.301,4.1379,440.02,433.71,270.31,4.1624,501.48,488.16,73.934
4434.1,0.16218,0.89209,1.8265,2.0891,24.8,364.16,0.045296,0.045296,5.0155,260.7,244.05,59.312,5.0155,472.16,466.28,362.59,5.0608,619.08,602.3,97.296
1434.1,0.51218,0.69209,0.2656,0.98768,97.637,63.067,0.025932,0.025932,4.2113,293.48,289.61,101.95,4.2113,417.31,411.59,273.49,4.2373,527.96,520.62,102.43
1059.1,0.20593,0.86709,2.0493,2.5067,27.823,310.26,0.05702,0.05702,6.6052,283.66,270.73,91.91,6.6052,487.04,480.8,478.41,6.6622,630.14,614.69,134.91
4059.1,0.55593,0.66709,0.14411,0.71084,131.61,45.855,0.018965,0.018965,3.1426,277.97,274.46,75.459,3.1426,393.14,387.64,197.32,3.1616,490.33,483.36,73.539
5559.1,0.030933,0.96709,2.4111,2.4593,22.487,492.47,0.054217,0.054217,4.8959,252.06,226.74,50.138,4.8959,493.02,487.32,374.31,4.9501,691.16,671.62,98.686
2559.1,0.38093,0.76709,0.78745,1.365,41.841,171.57,0.032948,0.032948,4.5896,279.41,272.58,81.939,4.5896,438.21,432.37,309.43,4.6225,558.86,547.92,98.31
1809.1,0.11843,0.61709,0.43074,0.53971,60.975,156.03,0.026265,0.026265,2.7606,277.17,274.94,82.2,2.7606,382.4,378.3,193.73,2.7869,613.06,607.89,90.688
4809.1,0.46843,0.81709,0.93682,1.6094,34.878,209.67,0.032674,0.032674,4.4681,268.19,257.8,64.405,4.4681,449.42,443.42,304.93,4.5008,554.26,540.1,84.805
3309.1,0.29343,0.71709,0.58276,0.92278,46.904,164.65,0.027334,0.027334,3.5394,271.24,266.39,71.548,3.5394,411.37,406.15,236.62,3.5667,559.02,550.18,83.534
309.08,0.64343,0.91709,2.1395,4.1284,34.796,234.72,0.074447,0.074447,9.1153,309.82,294.7,129.02,9.1153,530.69,523.66,673.19,9.1897,640.54,622.48,176.83
215.33,0.1075,0.83584,2.0098,2.2465,27.496,309.94,0.055262,0.055262,6.4846,287.41,277.04,99.566,6.4846,478,471.89,465.5,6.5399,628.5,614.76,139.06
3215.3,0.4575,0.63584,0.16306,0.60164,125.82,55.749,0.020516,0.020516,2.9248,278.46,275.69,78.741,2.9248,384.43,379.48,188.85,2.9454,521.7,515.91,78.615
4715.3,0.2825,0.93584,2.0326,2.5211,25.838,378.23,0.05252,0.05252,5.374,261.62,240.57,59.305,5.374,489.09,483.13,399.38,5.4265,651.26,632.83,105.03
1715.3,0.6325,0.73584,0.28548,1.3425,93.635,56.999,0.026731,0.026731,5.0086,299.2,294,107.81,5.0086,438.2,431.75,322.6,5.0353,507.92,498.73,105.98
2465.3,0.195,0.68584,0.57072,0.78549,49.005,171.37,0.027968,0.027968,3.3303,274.2,270.49,77.024,3.3303,402.57,397.71,226.13,3.3583,583.33,575.88,88.646
5465.3,0.545,0.88584,1.3594,2.2316,30.663,270.69,0.041681,0.041681,5.0218,267.66,252.1,62.107,5.0218,475.87,469.73,358.25,5.0635,597.67,580.34,93.833
3965.3,0.019995,0.78584,1.2711,1.2973,26.212,314.56,0.033318,0.033318,4.0408,262.4,253.88,61.937,4.0408,433.43,427.97,278.17,4.0741,580.14,567.82,85.077
