alt,XM,ZXN_HPC,FN,FG,SFC,FNqW2,WF,WF_total,St2_W,St2_T,St2_Ts,St2_P,St3_W,St3_T,St3_Ts,St3_P,St5_W,St5_T,St5_Ts,St5_P
1399.7,0.58336,0.60015,-0.056289,0.60249,-299,-16.693,0.018019,0.018019,3.372,298.08,295.85,107.79,3.372,386.7,381.42,212.44,3.39,488.54,483.99,95.978
1024.7,0.10211,0.82515,1.8008,2.0028,27.449,306.21,0.04943,0.04943,5.8809,282.08,272.12,90.262,5.8809,468.32,462.33,418.1,5.9304,617.07,603.71,125.48
4024.7,0.45211,0.62515,0.14373,0.52694,133.23,55.032,0.01915,0.01915,2.6118,272.72,270.09,70.696,2.6118,375.61,370.84,167.75,2.6309,514.95,509.37,70.55
5524.7,0.27711,0.92515,1.8209,2.2491,25.739,375.3,0.046869,0.046869,4.852,256.12,235.68,53.098,4.852,479.29,473.47,357.42,4.8988,639.27,621.16,93.916
2524.7,0.62711,0.72515,0.24912,1.1828,96.562,55.302,0.024056,0.024056,4.5048,293.15,288.18,97.047,4.5048,428.37,422.09,287.33,4.5288,498.85,489.85,95.255
1774.7,0.18961,0.67515,0.55759,0.77259,52.098,163.96,0.029049,0.029049,3.4007,278.61,275.26,83.821,3.4007,402.86,398.1,233.17,3.4297,594.92,587.94,95.127
4774.7,0.53961,0.87515,1.3255,2.2383,31.643,251.95,0.041944,0.041944,5.2611,272.11,257.74,67.868,5.2611,476.17,469.93,372.72,5.303,589.89,573.01,98.207
3274.7,0.014612,0.77515,1.2559,1.2758,27.051,302.28,0.033973,0.033973,4.1547,266.88,259.24,67.704,4.1547,432.64,427.18,285.53,4.1887,582.51,570.94,90.32
274.66,0.36461,0.97515,3.2907,4.4036,28.071,365.71,0.092373,0.092373,8.9979,293.99,272,107.5,8.9979,538.48,531.93,695.98,9.0902,707.03,687.27,183.68
368.41,0.20055,0.8689,2.1803,2.6586,28.02,309.78,0.061091,0.061091,7.0382,288.06,275.29,99.735,7.0382,492.23,485.92,512.09,7.0993,637.07,621.64,145.32
3368.4,0.55055,0.6689,0.15144,0.75698,132.76,45.045,0.020104,0.020104,3.362,282.42,278.92,82.19,3.362,397.9,392.33,212.44,3.3821,497.8,490.87,80.052
4868.4,0.025549,0.9689,2.5918,2.6353,22.349,489.41,0.057926,0.057926,5.2959,256.54,231.36,55.002,5.2959,498.02,492.2,404.93,5.3538,691.75,672.2,106.81
1868.4,0.37555,0.7689,0.83419,1.4455,42.316,170.69,0.0353,0.0353,4.887,283.8,277.07,89.067,4.887,443.03,437.13,331.44,4.9223,566.92,556.04,106.37
2618.4,0.11305,0.6189,0.41361,0.50979,59.773,160.49,0.024723,0.024723,2.5772,271.82,269.54,74.239,2.5772,377.87,373.79,179.02,2.602,602.12,596.77,82.357
5618.4,0.46305,0.8189,0.91381,1.5236,33.887,220.69,0.030966,0.030966,4.1407,262.44,251.61,57.575,4.1407,445.02,439.14,282.68,4.1716,552.77,538.3,77.669
4118.4,0.28805,0.7189,0.57015,0.87909,45.169,172.32,0.025753,0.025753,3.3087,265.73,260.65,64.295,3.3087,407.29,402.12,220.16,3.3345,551.75,542.65,76.1
1118.4,0.63805,0.9189,2.095,3.915,33.695,246.75,0.07059,0.07059,8.49,303.77,288.04,116.51,8.49,525.29,518.41,626.86,8.5606,640.09,621.95,164.29
1493.4,0.069299,0.7439,1.091,1.192,33.036,250.37,0.036043,0.036043,4.3577,278.71,273.13,84.909,4.3577,430.31,424.96,300.72,4.3937,598.78,589.12,105.51
4493.4,0.4193,0.9439,2.0744,2.8606,27.552,356.93,0.057152,0.057152,5.8117,268.06,246.83,65.21,5.8117,499.11,493,435.29,5.8688,661.38,642.61,114.32
5993.4,0.2443,0.6439,0.30016,0.46251,66.556,142.96,0.019977,0.019977,2.0995,252.17,249.15,49.227,2.0995,366.53,362.2,137.77,2.1195,540.07,533.55,55.242
2993.4,0.5943,0.8439,1.1087,2.2742,37.435,185.79,0.041503,0.041503,5.9673,287.7,276.56,89.107,5.9673,477.71,471.12,413.51,6.0088,566.56,551.38,112.16
2243.4,0.3318,0.9939,3.1444,3.9772,26.808,415.46,0.084295,0.084295,7.5685,279.6,253.75,83.232,7.5685,531.55,525.33,592.57,7.6528,725.63,705.6,156.48
5243.4,0.6818,0.7939,0.5559,1.5216,46.568,125.43,0.025887,0.025887,4.432,277.73,269.16,71.378,4.432,444.66,438.25,290.24,4.4578,505.11,492,80.056
3743.4,0.1568,0.8939,1.9578,2.2328,24.866,363.52,0.048684,0.048684,5.3857,265.12,248.66,64.833,5.3857,477.66,471.7,391.01,5.4344,625.25,608.44,105.36
743.41,0.5068,0.6939,0.28191,1.0483,98.808,62.903,0.027855,0.027855,4.4817,297.89,294.05,110.48,4.4817,422.22,416.45,293.28,4.5095,536.95,529.63,110.95
555.91,0.13492,0.9314,2.9999,3.3541,24.855,386.55,0.074563,0.074563,7.7608,285.57,267.33,96.037,7.7608,513.43,507.13,583.89,7.8354,672.29,654.23,157.51
3555.9,0.48492,0.7314,0.44826,1.0655,57.053,114.94,0.025575,0.025575,3.8998,277.52,272.11,76.69,3.8998,420.37,414.63,254.68,3.9254,525.72,516.24,84.054
5055.9,0.30992,0.8314,1.1686,1.5949,29.771,272.15,0.03479,0.03479,4.2939,260.2,248.39,57.312,4.2939,448.99,443.24,298.53,4.3287,576.61,561.73,82.819
2055.9,0.65992,0.6314,-0.086367,0.71687,-192.24,-23.582,0.016603,0.016603,3.6624,298.76,296,105.75,3.6624,395.75,389.84,223.81,3.679,462.55,457.17,91.345
2805.9,0.22242,0.7814,1.0688,1.3992,33.099,236.98,0.035375,0.035375,4.5099,272.59,264.81,74.376,4.5099,439.6,433.93,309.29,4.5453,578.26,566.52,96.712
5805.9,0.57242,0.9814,2.2211,3.2524,28.443,391.14,0.063174,0.063174,5.6784,266.85,241.33,60.509,5.6784,514.08,508.14,439.78,5.7416,710.26,690.44,116.12
4305.9,0.047424,0.6814,0.61134,0.65318,39.953,224.11,0.024425,0.024425,2.7279,260.28,256.48,59.316,2.7279,388.99,384.36,183.74,2.7523,572.48,564.86,70.579
1305.9,0.39742,0.8814,1.8635,2.796,31.111,266.26,0.057976,0.057976,6.9988,288.51,274.76,96.549,6.9988,496.2,489.71,506.49,7.0567,622.22,605.97,138.22
930.91,0.26617,0.6564,0.43616,0.75152,66.832,123.95,0.029149,0.029149,3.5187,286.1,283.2,95.206,3.5187,402.31,397.57,241.64,3.5478,594.36,588.12,103.61
3930.9,0.61617,0.8564,1.1589,2.2976,35.384,203.76,0.041007,0.041007,5.6877,282.57,270.26,80.363,5.6877,478.25,471.73,396.65,5.7287,571.15,555.13,105.31
5430.9,0.091174,0.7564,0.88587,0.97977,30.131,274.24,0.026692,0.026692,3.2303,253.27,246.02,51.278,3.2303,412.59,407.44,217.87,3.257,558.15,546.94,68.39
2430.9,0.44117,0.9564,2.5443,3.6145,28.488,347.03,0.072483,0.072483,7.3316,282.97,261.94,86.109,7.3316,519.48,513.15,556.8,7.4041,680.25,660.98,146.4
1680.9,0.0036743,0.8064,1.7069,1.7133,25.54,325.24,0.043593,0.043593,5.2479,277.22,268.23,82.696,5.2479,455.61,449.81,368.64,5.2915,605.91,593.25,113.24
4680.9,0.35367,0.6064,0.17616,0.42623,109.74,80.199,0.019332,0.019332,2.1966,264.18,261.89,61.457,2.1966,363.4,359.14,144.03,2.2159,534.38,529.2,63.714
3180.9,0.17867,0.9064,2.1304,2.4723,25.16,364.96,0.0536,0.0536,5.8372,269.18,251.93,70.054,5.8372,486.51,480.44,427.81,5.8908,636.47,619.21,114.79
180.91,0.52867,0.7064,0.30214,1.1884,99.141,61.208,0.029955,0.029955,4.9364,303.02,298.94,119.97,4.9364,431.48,425.49,324.29,4.9663,539.49,531.79,119.88
134.03,0.29352,0.91577,2.5999,3.4053,28.314,321.92,0.073612,0.073612,8.0761,292.24,275.93,105.87,8.0761,514.23,507.78,601.82,8.1497,659.8,642.25,163.07
3134,0.64352,0.71577,0.1933,1.0768,112.13,46.189,0.021675,0.021675,4.1849,289.99,285.24,91.062,4.1849,421.26,415.03,263.71,4.2066,486.46,477.78,87.849
4634,0.11852,0.81577,1.3055,1.4642,26.659,314.08,0.034805,0.034805,4.1567,258.75,248.02,57.274,4.1567,442.56,436.99,289.23,4.1915,584,569.97,83.2
1634,0.46852,0.61577,0.10956,0.6118,197.96,34.136,0.02169,0.02169,3.2096,289.73,287.36,96.674,3.2096,387.78,382.88,209.94,3.2313,531.5,526.46,93.719
2384,0.031018,0.76577,1.2386,1.2833,28.736,284.43,0.035591,0.035591,4.3547,272.71,265.84,75.828,4.3547,433.9,428.43,299.87,4.3902,589.57,578.69,98.421
5384,0.38102,0.96577,2.1523,2.8041,26.754,401.35,0.057583,0.057583,5.3626,260.52,236.06,56.713,5.3626,500.78,494.88,409.09,5.4202,688.09,668.63,107.79
3884,0.20602,0.66577,0.4398,0.62322,54.297,160.59,0.02388,0.02388,2.7387,265.14,261.81,64.457,2.7387,386.79,382.18,183.87,2.7625,568.39,561.43,73.386
884.03,0.55602,0.86577,1.5032,2.8996,36.647,201.64,0.055086,0.055086,7.4548,299.89,287.96,112.45,7.4548,499.38,492.55,530.16,7.5098,598.8,582.88,144.59
1259,0.16227,0.69077,0.67594,0.87903,46.896,181.16,0.031699,0.031699,3.7312,281.44,277.75,88.702,3.7312,411.38,406.49,257.1,3.7629,601.9,594.49,102.34
4259,0.51227,0.89077,1.5277,2.4626,30.711,270.88,0.046919,0.046919,5.6399,274.16,258.65,71.275,5.6399,484.58,478.29,405.2,5.6868,606.94,589.65,106.61
5759,0.33727,0.79077,0.84325,1.2329,33.462,231.76,0.028217,0.028217,3.6385,256.43,247.17,52.757,3.6385,428.93,423.39,246.37,3.6667,550.82,537.71,71.022
2759,0.68727,0.99077,2.985,4.8946,30.286,354.06,0.090402,0.090402,8.4307,295.79,272.18,99.147,8.4307,546.94,540.36,660.52,8.5211,725.75,705.71,174.24
2009,0.24977,0.84077,1.5999,2.0776,29.62,278.15,0.047388,0.047388,5.7518,278.53,267.22,82.929,5.7518,471.02,464.94,408.21,5.7992,607.25,592.7,117.02
5009,0.59977,0.64077,0.052781,0.57531,299,19.42,0.015933,0.015933,2.7179,274.01,270.96,68.813,2.7179,378.76,373.38,166.35,2.7338,464.83,458.67,63.946
3509,0.074768,0.94077,2.5542,2.6986,22.966,431.81,0.05866,0.05866,5.9151,265.64,244.46,65.945,5.9151,495.51,489.48,442.83,5.9738,662.3,643.8,117.22
509.03,0.42477,0.74077,0.6313,1.3633,55.973,123.94,0.035336,0.035336,5.0935,295.14,289.91,107.96,5.0935,440.72,434.81,343.51,5.1288,567.22,557.95,119.25
696.53,0.052893,0.87827,2.5305,2.6532,24.349,368.05,0.061613,0.061613,6.8754,283.78,270,93.415,6.8754,492.11,485.88,503.21,6.937,643.78,627.92,141.65
3696.5,0.40289,0.67827,0.3201,0.7291,70.959,102.75,0.022714,0.022714,3.1154,272.71,269.01,71.706,3.1154,395.68,390.54,203.19,3.1382,533.53,526.23,76.804
5196.5,0.22789,0.97827,2.3652,2.7505,25.131,447.36,0.059439,0.059439,5.287,257.02,230.95,54.555,5.287,502.67,496.89,407.72,5.3465,704.18,684.38,107.6
2196.5,0.57789,0.77827,0.61194,1.629,52.757,115.36,0.032284,0.032284,5.3046,292.19,285.13,97.279,5.3046,451.84,445.4,352.23,5.3368,532.68,521.29,106.62
2946.5,0.31539,0.62827,0.26938,0.55276,84.652,98.584,0.022803,0.022803,2.7325,274.36,271.82,75.626,2.7325,380.89,376.41,183.22,2.7553,562.55,556.92,80.125
5946.5,0.66539,0.82827,0.80722,1.7535,37.432,179.77,0.030216,0.030216,4.4904,271.63,260.62,63.969,4.4904,455.55,449.26,303.73,4.5206,535.43,520.38,80.392
4446.5,0.14039,0.72827,0.73792,0.88397,35.996,228.99,0.026562,0.026562,3.2225,260.27,254.71,58.943,3.2225,407.16,402.1,216.59,3.249,562.51,552.9,73.657
1446.5,0.49039,0.92827,2.2895,3.5754,30.553,292.25,0.069951,0.069951,7.834,292.18,274.74,100.32,7.834,517.72,511.16,583.06,7.9039,652.42,634.08,153.62
1071.5,0.18414,0.70327,0.72047,0.96686,45.785,181.02,0.032987,0.032987,3.9801,283.09,279.06,91.231,3.9801,417.33,412.26,273.51,4.0131,598.89,591.01,105.9
4071.5,0.53414,0.90327,1.6573,2.6858,30.554,279.17,0.050637,0.050637,5.9365,276.64,260.25,74.164,5.9365,491.97,485.62,430.73,5.9872,618.71,601.16,112.94
5571.5,0.0091431,0.60327,0.35306,0.35838,58.494,193.27,0.020652,0.020652,1.8268,251.94,249.76,50.023,1.8268,354.26,350.5,123.94,1.8475,571.86,566.58,56.195
2571.5,0.35914,0.80327,1.0732,1.676,35.408,211.19,0.037999,0.037999,5.0815,278.45,269.6,80.916,5.0815,453.34,447.33,349.46,5.1195,573.78,560.97,104.05
1821.5,0.096643,0.95327,3.0401,3.2695,23.618,426.88,0.071802,0.071802,7.1218,276.83,255.45,81.805,7.1218,512.18,506.03,540.58,7.1936,681.64,662.7,143.53
4821.5,0.44664,0.75327,0.56759,1.0947,44.782,154.53,0.025418,0.025418,3.673,267.07,260.39,63.442,3.673,420.78,415.13,241.76,3.6984,527.5,516.65,74.775
3321.5,0.27164,0.85327,1.5358,2.0054,28.616,290.81,0.043949,0.043949,5.2813,270.5,257.74,70.83,5.2813,467.84,461.84,374.6,5.3252,601.37,585.88,104.01
321.53,0.62164,0.65327,-0.021619,0.91194,-299,-4.881,0.022034,0.022034,4.4291,308.16,305.16,126.55,4.4291,413.58,407.63,279.96,4.4511,497.45,491.53,113.31
227.78,0.12946,0.79702,1.549,1.8036,30.722,267.31,0.047587,0.047587,5.7945,287.63,279.73,99.78,5.7945,460.55,454.65,408.14,5.8421,614.13,602.44,130.56
3227.8,0.47946,0.99702,2.9077,4.0504,28.207,399.82,0.08202,0.08202,7.2726,279.47,253.3,79.708,7.2726,533.03,526.82,571.2,7.3546,730.53,710.38,150.91
4727.8,0.30446,0.69702,0.44847,0.73394,51.438,153.87,0.023069,0.023069,2.9147,262.2,257.81,59.735,2.9147,395.13,390.11,191.96,2.9378,542.09,533.81,68.84
1727.8,0.65446,0.89702,1.716,3.4105,34.971,221.1,0.06001,0.06001,7.761,300.68,286.46,109.63,7.761,512.7,505.86,561.41,7.821,613.53,596.17,147.38
2477.8,0.21696,0.94702,2.6203,3.1035,25.384,389.04,0.066513,0.066513,6.7354,274.61,253.72,77.389,6.7354,507.27,501.15,507.66,6.8019,671,652.21,134.22
5477.8,0.56696,0.74702,0.41445,1.0586,53.466,116.24,0.022159,0.022159,3.5655,268.81,262.38,63.009,3.5655,418.14,412.29,229.64,3.5877,500.44,489.58,69.524
3977.8,0.041956,0.84702,1.7131,1.7778,23.887,360.89,0.040922,0.040922,4.7469,262.39,249.58,61.895,4.7469,458.13,452.37,336.36,4.7878,602.34,587.1,94.268
977.78,0.39196,0.64702,0.27091,0.74434,97.437,75.482,0.026397,0.026397,3.5891,290.47,287.67,100.19,3.5891,400.92,395.95,240.49,3.6155,563.52,557.62,102.97
1352.8,0.34821,0.82202,1.3314,2.0239,34.305,224.31,0.045672,0.045672,5.9354,286.14,276.52,93.627,5.9354,468.87,462.67,415.48,5.9811,593.62,580.07,122.45
4352.8,0.69821,0.62202,-0.087827,0.57554,-150.22,-29.877,0.013193,0.013193,2.9396,285.24,282.5,81.52,2.9396,379.29,373.49,174.04,2.9528,431.98,426.64,68.833
5852.8,0.17321,0.92202,1.837,2.0877,24.276,402.46,0.044595,0.044595,4.5643,251.61,231.02,49.16,4.5643,473.62,467.92,335.77,4.6089,637.57,619.58,88.368
2852.8,0.52321,0.72202,0.36868,1.0755,68.927,89.837,0.025412,0.025412,4.1038,284.39,279.45,86.085,4.1038,421.55,415.68,266.13,4.1292,520.1,511.25,90.311
2102.8,0.085706,0.67202,0.63609,0.72755,45.001,197.98,0.028625,0.028625,3.2129,274.89,271.61,78.89,3.2129,399.05,394.4,221.43,3.2415,601.44,594.53,91.08
5102.8,0.43571,0.87202,1.3392,2.0159,29.859,276.06,0.039987,0.039987,4.851,264.68,250.04,60.708,4.851,467.93,461.9,343.53,4.891,591.26,574.6,91.245
3602.8,0.26071,0.77202,0.91387,1.2638,34.842,222.09,0.031842,0.031842,4.1148,268.34,260.87,68.04,4.1148,431.6,426.03,279.47,4.1467,566.23,554.75,87.378
602.78,0.61071,0.97202,3.0761,5.0626,31.186,319.63,0.095931,0.095931,9.6241,305.44,285,121.29,9.6241,549.52,542.69,744.66,9.72,706.69,686.85,196.01
415.28,0.23883,0.60952,0.33899,0.59376,82.481,107.64,0.027961,0.027961,3.1494,288.71,286.61,100.34,3.1494,389.59,385.35,221.59,3.1773,612.48,607.64,106.64
3415.3,0.58883,0.80952,0.79807,1.806,42.169,152.44,0.033654,0.033654,5.2352,284.42,275.33,84.073,5.2352,458.81,452.37,352.66,5.2689,539.02,525.66,99.262
4915.3,0.063831,0.70952,0.69166,0.75034,35.614,241.47,0.024633,0.024633,2.8644,256.41,251.54,54.79,2.8644,396.47,391.59,191.92,2.889,561.57,552.68,67.764
1915.3,0.41383,0.90952,2.0725,3.0422,29.7,294.4,0.061552,0.061552,7.0395,285.16,268.85,90.387,7.0395,503.68,497.26,517.19,7.101,637.43,619.88,137.66
2665.3,0.15133,0.85952,1.8375,2.1156,26.166,329.79,0.048078,0.048078,5.5716,272.07,258.95,74.324,5.5716,472.52,466.53,399.29,5.6196,615.83,600.51,111.79
5665.3,0.50133,0.65952,0.1736,0.57989,102.54,68.093,0.017801,0.017801,2.5495,263.98,260.51,58.64,2.5495,378.96,373.86,160.08,2.5673,490.16,483.14,59.483
4165.3,0.32633,0.95952,2.3369,2.9665,26.348,392.4,0.061572,0.061572,5.9555,266.65,243.44,64.944,5.9555,503.98,497.99,451.93,6.0171,679.93,660.67,118.92
1165.3,0.67633,0.75952,0.34071,1.6508,87.708,59.067,0.029883,0.029883,5.7683,306.25,300.36,119.67,5.7683,454.34,447.53,375.18,5.7982,512.13,501.95,117.34
790.28,0.020081,0.98452,3.9109,3.9664,22.59,477.54,0.088349,0.088349,8.1898,283.04,258.6,92.21,8.1898,530.84,524.56,636.98,8.2781,716.09,696.39,168.66
3790.3,0.37008,0.78452,0.8611,1.3825,36.918,198.91,0.03179,0.03179,4.3291,270.74,262.61,69.629,4.3291,438.1,432.3,292.82,4.3608,555.52,543.38,88.06
5290.3,0.19508,0.88452,1.6151,1.8992,25.368,354.24,0.040973,0.040973,4.5594,255.7,239.33,53.355,4.5594,464.2,458.45,327.47,4.6004,609.93,593.15,87.557
2290.3,0.54508,0.68452,0.1991,0.90028,115.17,51.296,0.022931,0.022931,3.8814,289.53,285.75,93.841,3.8814,410.21,404.51,248.29,3.9044,510.61,503.43,92.346
1540.3,0.28258,0.73452,0.75131,1.1635,44.65,172.23,0.033546,0.033546,4.3622,282.59,277.39,88.937,4.3622,428.65,423.16,296.51,4.3958,579.49,570.26,104.51
4540.3,0.63258,0.93452,1.9446,3.2236,30.134,310.11,0.058598,0.058598,6.2707,279.37,260.35,75.188,6.2707,507.36,501.1,467.44,6.3293,654.31,635.71,122.59
3040.3,0.10758,0.63452,0.4477,0.53975,55.077,171.86,0.024658,0.024658,2.605,269.01,266.44,70.317,2.605,380.48,376.26,179.44,2.6296,595.47,589.58,79.062
40.283,0.45758,0.83452,1.3629,2.468,38.304,191.96,0.052206,0.052206,7.1002,299.96,290.24,116.41,7.1002,486.04,479.43,499.6,7.1524,596.43,582.49,145.3
28.564,0.10895,0.9978,4.1281,4.4618,24.151,458.52,0.099696,0.099696,9.0031,288.65,263.21,101.82,9.0031,542.07,535.66,708.25,9.1028,732.73,712.62,187.47
3028.6,0.45895,0.7978,0.88164,1.6305,39.281,177.51,0.034632,0.034632,4.9667,279.79,271.27,80.711,4.9667,450.96,444.83,336.75,5.0014,554.41,541.79,99.13
4528.6,0.28395,0.8978,1.727,2.1978,26.666,335.88,0.046051,0.046051,5.1416,262.89,245.91,60.824,5.1416,476.2,470.24,372.24,5.1876,619.08,601.99,98.968
1528.6,0.63395,0.6978,0.11686,1.0817,197.63,25.676,0.023095,0.023095,4.5514,300.61,296.57,110.45,4.5514,423.29,417.06,287.98,4.5745,495.39,487.76,103.14
2278.6,0.19645,0.7478,0.90334,1.1771,37.03,214.9,0.03345,0.03345,4.2036,275.45,269.53,78.879,4.2036,428.39,422.96,286.94,4.237,581.9,571.89,97.468
5278.6,0.54645,0.9478,1.9834,2.9766,28.569,348.59,0.056662,0.056662,5.6897,269.03,247.49,63.758,5.6897,501.88,495.79,427.86,5.7464,666.94,648.02,112.42
3778.6,0.021448,0.6478,0.53006,0.54772,45.311,209.56,0.024017,0.024017,2.5294,263.61,260.74,63.46,2.5294,380.09,375.79,172.58,2.5534,586.83,580.46,72.91
778.56,0.37145,0.8478,1.6019,2.4445,33.219,238.19,0.053212,0.053212,6.7253,290.91,279.8,101.54,6.7253,484.76,478.35,478.74,6.7785,609.01,594.36,136.62
1153.6,0.3277,0.6228,0.27138,0.62208,94.525,85.168,0.025653,0.025653,3.1864,286.69,284.31,95.025,3.1864,390.37,385.82,217.04,3.2121,578.64,573.36,98.928
4153.6,0.6777,0.8228,0.78993,1.9526,41.841,149.19,0.033051,0.033051,5.2949,285.18,275.25,82.181,5.2949,464.73,458.12,356.84,5.3279,533.08,518.77,96.431
5653.6,0.1527,0.7228,0.64526,0.78304,36.789,227.35,0.023739,0.023739,2.8381,252.58,246.97,50.278,2.8381,397.98,393,188.81,2.8619,548.65,539,63.239
2653.6,0.5027,0.9228,2.0508,3.2054,30.182,294.66,0.061899,0.061899,6.96,284.62,267.1,87.054,6.96,507.84,501.45,514.39,7.0219,642.77,624.59,135.12
1903.6,0.065198,0.8728,2.2272,2.3597,24.286,365.03,0.05409,0.05409,6.1016,276.01,262.12,80.691,6.1016,481.92,475.84,442.56,6.1557,630.74,614.96,123.62
4903.6,0.4152,0.6728,0.27835,0.64473,73.3,101.25,0.020403,0.020403,2.7492,265.13,261.43,61.615,2.7492,386.57,381.54,177.09,2.7696,518.6,511.31,65.948
3403.6,0.2402,0.9728,2.6942,3.1968,25.385,421.06,0.068392,0.068392,6.3987,269.1,244.63,69.314,6.3987,511.99,505.99,491.28,6.4671,696.95,677.24,129.45
403.56,0.5902,0.7728,0.57727,1.7978,63.268,94.56,0.036522,0.036522,6.1047,305.42,299.08,122.24,6.1047,461.38,454.75,407.95,6.1413,544.05,533.3,128.43
591.06,0.26207,0.8103,1.4158,1.9459,33.487,236.58,0.04741,0.04741,5.9842,288.22,279.51,99.042,5.9842,466.12,460.04,420.28,6.0317,604.4,591.77,129.1
3591.1,0.61207,0.6103,-0.031812,0.54328,-299,-11.047,0.015525,0.015525,2.8798,284.68,282.21,83.704,2.8798,377.12,371.79,176.28,2.8954,463.47,458.45,74.377
5091.1,0.087073,0.9103,1.9609,2.0948,23.165,408.49,0.045426,0.045426,4.8005,255.45,236.56,53.65,4.8005,473.3,467.53,350.69,4.846,630.22,612.73,93.046
2091.1,0.43707,0.7103,0.42662,1.0161,64.645,105.08,0.027579,0.027579,4.0601,285.06,280.62,89.625,4.0601,418.65,413.08,267.64,4.0877,543.32,535.1,96.349
2841.1,0.17457,0.6603,0.47988,0.64839,53.888,163.69,0.02586,0.02586,2.9317,271.33,268.24,73.075,2.9317,390.91,386.34,199.69,2.9576,585.81,579.18,82.758
5841.1,0.52457,0.8603,1.1374,1.8954,31.594,249.66,0.035935,0.035935,4.5559,263.98,250.22,58.168,4.5559,462.32,456.28,318.67,4.5918,574.86,558.49,84.104
4341.1,0.34957,0.7603,0.71562,1.1447,39.303,188.45,0.028126,0.028126,3.7974,266.3,259.3,64.15,3.7974,424.11,418.55,253.96,3.8255,547.23,536.15,79.304
1341.1,0.69957,0.9603,2.7654,4.9352,32.047,298.81,0.088624,0.088624,9.2549,306.79,287.64,119.55,9.2549,546.1,539.22,709.37,9.3435,692.58,672.96,186.41
966.06,0.043323,0.7853,1.5146,1.5908,28.399,289.83,0.043014,0.043014,5.2258,281.98,274.48,90.364,5.2258,450.55,444.83,365.36,5.2688,606.93,595.57,118.37
3966.1,0.39332,0.9853,2.6218,3.4406,27.155,408.98,0.071195,0.071195,6.4105,270.5,244.8,68.884,6.4105,519.02,513,497.96,6.4817,714.38,694.54,131.48
5466.1,0.21832,0.6853,0.45142,0.62883,48.638,177.04,0.021956,0.021956,2.5499,255.03,250.93,52.453,2.5499,384.85,380.12,168.29,2.5718,545.75,537.78,61.719
2466.1,0.56832,0.8853,1.5901,2.8664,33.444,234.17,0.053178,0.053178,6.7903,289.73,275.72,93.377,6.7903,497.66,491.01,487.21,6.8435,605.47,588.48,129.06
1716.1,0.30582,0.9353,2.5163,3.2564,27.255,346.9,0.068582,0.068582,7.2535,282.19,263.28,87.857,7.2535,510.66,504.37,543.27,7.3221,662.65,644.24,144.09
4716.1,0.65582,0.7353,0.27541,1.091,75.698,71.251,0.020848,0.020848,3.8654,279.69,274,74.894,3.8654,421.09,414.91,244.34,3.8862,482.32,472.3,75.467
3216.1,0.13082,0.8353,1.588,1.8021,26.477,318.09,0.042046,0.042046,4.9923,268.16,256.61,69.024,4.9923,459.23,453.39,352.43,5.0344,601.25,586.65,100.86
216.06,0.48082,0.6353,0.13565,0.77034,186.02,34.886,0.025234,0.025234,3.8884,300.02,297.41,115.68,3.8884,403.77,398.59,256.62,3.9137,543.54,538.11,112.05
309.81,0.27301,0.71655,0.71007,1.1303,50.044,156.45,0.035535,0.035535,4.5388,290.41,286.04,102.85,4.5388,428.24,422.86,310.93,4.5743,593.76,585.53,117.34
3309.8,0.62301,0.91655,1.8618,3.2561,31.604,272.35,0.058841,0.058841,6.8361,287.37,270.63,87.552,6.8361,508.08,501.59,502.25,6.895,634.08,616.03,131.42
4809.8,0.09801,0.61655,0.35233,0.4176,60.771,170,0.021411,0.021411,2.0725,257.38,255.02,55.781,2.0725,363.51,359.55,140.81,2.0939,576.29,570.73,62.608
1809.8,0.44801,0.81655,1.1035,1.9702,37.795,190.12,0.041708,0.041708,5.8043,287.5,278.24,93.414,5.8043,466.45,460.13,400.78,5.846,574.31,560.96,116.86
2559.8,0.01051,0.96655,3.1861,3.2094,22.147,473.43,0.07056,0.07056,6.7298,271.52,247.97,74.129,6.7298,511.79,505.75,514.7,6.8003,691.79,672.36,136.04
5559.8,0.36051,0.76655,0.69137,1.0897,37.55,199.17,0.025961,0.025961,3.4713,258.57,250.89,54.809,3.4713,419.89,414.41,231.39,3.4972,538.3,526.56,69.573
4059.8,0.18551,0.86655,1.6578,1.9574,26.029,332.98,0.043151,0.043151,4.9787,263.57,249.29,62.648,4.9787,466.13,460.25,355.37,5.0219,606.91,590.92,97.269
1059.8,0.53551,0.66655,0.15115,0.8867,160.11,37,0.024201,0.024201,4.0853,297.42,294.15,108.46,4.0853,410.78,405.16,263.42,4.1095,521.06,514.67,104.6
1434.8,0.14176,0.89155,2.3599,2.6762,25.468,354.15,0.060103,0.060103,6.6636,279.95,264.8,86.44,6.6636,492.94,486.71,488.7,6.7237,642.19,625.65,134.53
4434.8,0.49176,0.69155,0.27503,0.77841,76.017,86.75,0.020907,0.020907,3.1704,271.89,267.7,68.698,3.1704,398.69,393.24,202.76,3.1913,507.85,499.95,71.832
5934.8,0.31676,0.99155,2.2613,2.7669,26.267,448.74,0.059397,0.059397,5.0391,254.59,226.97,51.034,5.0391,506.05,500.4,393.41,5.0985,721.96,702.02,103.92
2934.8,0.66676,0.79155,0.57067,1.7553,53.523,105.64,0.030544,0.030544,5.4022,293.04,285.25,95.252,5.4022,457.1,450.41,356.37,5.4327,517.27,505.03,102.31
